user_id,business_id,text,date,compliment_count
YiZjXluPx3np-L6A8PiUWg,kK1uqNkYDmmrUoqaTqSeyg,They probably offer the lowest price drain cleaning in Nashville. It's pretty sweet. They're working on my house right now as I write this.,2015-09-16 15:25:17,0
roGoHGWTkYrerml4wr6Wmg,ZVIYUbsrSFGffkFj5knDgg,Right now there is a promo for Special Olympics whenever you order a Grasshopper!!,2014-03-24 22:52:10,0
83aWd9O8xb_a14BLXh-D8g,r9j3Ri3D2lqD2ToA49qmzg,Everything is delicious!,2016-01-31 17:19:15,0
CjX9Aq_OqVantNrqY3447Q,LMUAosYkvkP9fAkbDz1X4Q,Be ready to make friends!,2013-12-06 15:34:13,0
Y4EjztIbIWmzHoYJdr4L6A,YD9-VUxnobct_Jv4E9SAvA,TCJ catch up time,2012-01-07 22:03:06,0
gYeiI_21LzFWidjHbNkiyQ,ikONTzFKwachQtFtoMGeIQ,"Pint and pizza slice for
$5.95 is the way to go!",2015-05-23 23:52:44,0
wJ57oQxkmdN2Milto9nOmw,KuQIzjzwhqykR3CMwqNBTA,Take your food to go it's too Hot inside with no AC!,2016-08-06 23:10:39,0
5p2XL4dlvyh8jYJDA6HfLA,jRpK8oG_8QKaPGaaKiCyng,Love this place!,2017-09-20 21:51:12,0
i_1vWPbw-x2XkJMrgmwwOg,6gDgOXYjpa89wbtAwz1Gqw,You fooled me Yelp. It was just OK.,2013-03-09 04:35:41,0
HetgfaEdm0699-C0B0p6hg,O9UsAVP9NRNkBv3wewHw0Q,Great time!! Bang bang shrimp were AWESOME!!,2017-09-23 10:36:23,0
D4un9kv2gb3jaPDS7NMELg,sO1OD0SZkXXPtIXj2cS4oA,Wow the Saturday night band is terrible  tonight,2012-03-18 06:04:05,0
oYn4yU4hI8w9vMQkR9bx1w,BkVw-eo0TutX8SmLpDzfMA,Just hangin and shaking hands with Sister Hazel..... A normal day  in the 'burg....,2013-08-29 02:03:42,0
0olssiUH8NXpfOb5si5Jxw,2LfH-mKHRnMZ5qx0gj8PXw,Great place for shoes awesome prices. Great prices on workout clothes and everything you need to workout.,2013-02-07 18:41:13,0
Oi_BMk3WpW8dvVozRCc14Q,2uTT4-ZY21p_Py4pmbrbTg,Very fresh and tasty. Good deal at lunch.,2015-02-07 19:32:58,0
3QnoTcrxuafMCoTzW_AH7A,V9VLhHdSFpFi4yXFqVcVEA,"Best beets I've EVER had!! Not too ""dirty"". Citrus marinated with almonds!",2018-03-18 22:14:09,0
EtX1yXNhGXOC9q9SVyK-nw,Ul3hhOASszHUVxeN95XVNQ,The fondue is amazing and makes such special event!,2016-04-26 03:45:19,0
IgmfJOA9yFyTr8B2BWcVqA,QLHgjBHBoeIUoEvIPvjHnw,Just opened today! 45 minutes and still no food. I would hold off on coming here until they work off the timing issues.,2016-12-06 04:00:39,0
FUUEU3ZN5cL1nNNR2AYZuw,Am_H8-XxtTfV34QmOuWcyQ,They have glass tumblers for self-service water!,2013-02-16 15:24:20,0
VL12EhEdT4OWqGq0nIqkzw,xODBZmX4EmlVvbqtKN7YKg,$5 burritos,2012-05-22 01:14:26,0
LkXNQQaIc5yrKu9Ap87RrA,SekWxm92phAL_P_KySUnxA,Fried Pickles are good.,2011-10-12 01:02:11,0
QidUTm6w9SLuBGKKZ7BSAQ,a3N9erjaLER_cH9rhsADEA,Come early if you're here for happy hour. The restaurant packs up quickly!,2017-03-28 07:06:51,0
kKPbWlBjpSL3Qzvtn_AaPw,j4kYliTkKf7k-oDqVgyXYA,"Mandrakes & Tree-nuts
College Football Championship
Big Lights of Texas

#NOLA_Haiku haiku
#OSUvsORE #Buckeyes #NCAA
#NationalChampionship
#THEOhioStateUniversity
#ATTStadium #OSUBuckeyes",2015-01-13 03:44:02,0
mVA4IeYyVKPUWRrN5oplMA,u1uWs6f1NN_jMVIN-r-E-w,Lobster ravioli is excellent!!,2013-02-08 01:00:50,0
s789ybJC7OSbcFUdTbKhtA,Jx2AoB_IQOUrZ3s6fdAUSA,This a great locally owned coffee shop!,2015-12-15 19:00:49,0
Hs49aqi1Y9x5SALYjSKY8w,wupvqueqdEZXQxv14sa9vw,Great spot for brunch,2015-09-12 21:12:07,0
YxE9ERtoyczXIxqEadX5yw,c0F9yKr0bJuQDtG1lzDgmQ,This place makes me wish i had the stomach of an elephant because i just want to eat everything. EVERYTHING. all in one sitting. Is that a crime? I blame CSK.,2016-01-17 07:09:00,0
qtk0s-tll7vp6oDcI2Zi9g,4q4huGL_tQj1XpRB8P5F6A,Best place to be if you have cancer.,2014-03-14 13:21:44,0
6Wipmp3NrR427ZtHXF7Xyw,Yk8DSN-nvFNJrWXizuzsIg,Ok prices but slow service.,2010-02-07 15:31:08,0
SKJpOreXKa1PRpvSKjzMng,kM9akuLxeDDLDqAzYIBWMg,Check out at the pharmacy if the regular line is busy. But everyone should know that,2014-06-10 02:30:51,0
Rr4cLb6Go91FT134o6RsKg,hVRebPv7EKMUGVV2m5IKaQ,Two steak burritos,2015-05-25 11:55:28,0
CsVpAEIpymc2grb9i521uA,6dDC5PSmPEoJYuM8r8dN_A,Healthy affordable Breakfast,2011-07-28 16:20:30,0
eXych7LFgg5uI6VaRAUW2w,hc7I_QpCszT3mlIP9uW19w,Look for their check-in deal: currently it's a free hand-pumped donut! AMAZING!!!!!,2016-01-31 18:34:28,0
uCuAE2miS9SuIbGcjiHsRQ,b7V_5q22_eTeHlYzq1bpFw,Excellent fresh seafood!! Friendly staff!! Clean!! Great place for dinner.,2016-08-02 22:48:17,0
5Y5KbsI5buMcNh2hTFaRpA,4Ygd9CYAJSXXOhREELhzNQ,"Grab & Go food is available in a case near the counter that includes sandwiches, salads, sides, and more!",2013-02-12 18:57:39,0
dPLaY-t4BF7KZI9SXABg5A,Bg7D8LrsW9XbYlEhT9yekw,Remember to visit the wishing tree after the galleries and make a wish! Write it on your bracelet and tie it to the tree!,2013-12-24 02:00:38,0
f9v63pYJZsb1k92zvPLXTw,ay9zMsFHhwD483o8Zwdc_A,The closing time is slightly outdated. They actually close at 9pm on Sunday. Check their website to be sure.,2013-06-03 02:12:10,0
ZSmUmmJ9Jxk3UeaVmWg4Eg,RkA7wLIxPweJn0HgLSNjHw,This place is fantastic!! The food is delicious. I rate customer service five stars. Monday's they have burger specials.,2018-03-24 23:28:57,0
0L_WSBXdLgTneHyDRlZMgA,vh6YOciEM3M4zi2FGp-b5Q,Best sushi and Asian food that I've had in STL!,2014-08-28 22:12:43,0
4fTm8qhzNnSXYHugs-Jcrw,WIeAfvm5pcjtcWo7DdQeWA,Sarah was awesome! it was my first time and she talked to me the entire time to keep my mind off it. It was a really quick service too-but not rushed! I will be back :).,2014-06-20 14:09:26,0
trf3Qcz8qvCDKXiTgjUcEg,8W03O-MpzfkYRgxuagrcPA,"Update!

They now have alfalfa sprouts!",2015-01-21 14:56:31,0
RNupfU2QClRq_lRR3mEgrQ,5kWhgFvaf9_zeyOfO-2NxQ,"Try the calamari, the chicken Marsala was great, and the ossobuco special was delicious. Great place, highly recommended!",2013-02-15 02:29:41,1
_TRh9wlMFZUb1NhHpXEy_w,ljtUjnbJf_FY7e7WcvIZGg,These guys are amazing! I trust them completely with our 2 pups when we're away and they have a great time. Veronica rocks!,2012-01-06 17:42:23,0
iObxSOPlei-2Il-5slMH4g,Jmpeq6lA-XgwnqvnYKIs3g,"This studio is not just for pole dancing! Marcy offers top notch Zumba classes as well as hip hop, Pound, bootcamp, chair dance and floorwork. However you choose to work out, Chrome has it!",2017-11-15 22:37:07,0
djwlML2_4vA-zrDz1_NZXQ,GGMPGL1AmXwlNyHyJ4oUXQ,Great Cuban sandwich!,2015-02-10 17:07:53,0
6Ze-iXYP5egXSYwMIiCMPg,vUkiYPpbkMXA99WneLSGkQ,"Not a big writer but quick review. Must haves are Roti Canai and Mee Siam, the Basil Noodles are also good. Was not a fan of the duck noodles (wasn't a fan so kinda forgot about them). Service was prompt.",2012-10-07 22:19:53,0
5fORTWl8AyvJVwDFPr-98w,qm17m5Qp7nOQ3meEESLyGw,Roasted corn grits....,2011-07-16 16:38:00,0
cLCMvwsFgKx2f6rrK3boOQ,B-DiQpcSTJ7oMMnwzbAGTQ,Bring cash and an empty stomach,2014-06-06 16:23:54,0
ZRXvbrutBBULaFS6T9NCwA,SVp-oQzF2x07Yv38ZKbaHA,"Excellent service for our party of 15! No issues, hot and fresh food a plenty!",2015-01-23 15:53:59,0
TvkqJ8YEIsTb16RnnrNyfQ,3qm2sG71yvgHJw1Sg22rEg,Prompt shuttle over to the PHL terminal. Mostly friendly employees. Recommended!,2011-07-26 10:03:24,0
v4KYRLFGmeqwlntnDbJ4Uw,QfaobFtkXhyTirLQLkV82w,Picked up menus for my work crew. I was warmly greeted and given plenty of take out menus :),2013-05-28 15:41:22,0
RQjtzwpJOU3-_g_KxsbgUw,gMapeT8aFKXag7B9iE2W8g,My yelp is frozen on tips!,2016-01-02 22:30:43,0
DayBpqfI7t4sQT3D4HUq9Q,CQQHON44VFVqcCwsalwLQg,Some of the best cheap burgers in the city!,2010-11-28 23:57:57,0
Zxuhm2MkbvxDhhvaY0IzZg,27WSKK7sJYr3XC992ekPJw,It's a renovated bungalow... And it's locally and woman owned. Gotta love it!,2013-12-07 22:40:22,0
4sIFAq7glmGpZXb5cqI7Pw,fN12ywQpLXQ93bpwe1N_Ww,Waiter needs lesson in wine etiquette...,2011-04-17 01:01:15,0
50lBjqPyg0qRDzWeDlc-aQ,llYsxQ0IuKh0HXULlqu6fw,Get the Larry (chocolate taro boba)!!!,2015-09-07 22:04:52,0
U5Ou2Bh3-1iKQRByMGVziQ,_0QZGrg91aaiMhh7tQyYYg,"4:00 pm great view cheap but great tasting wine. After a hard week of house cleaning a nice finish!

I love it....",2013-05-24 20:09:08,0
5Y5KbsI5buMcNh2hTFaRpA,ZzKuqTj_fjlStijadL5noQ,Salad time.,2011-04-14 20:32:35,0
hZ-ZtZ3bqZg6GhWepqj20g,ELUxZOuHj2MrMXV3mg3zVQ,Dinner w/my favorite girl....and a beer flight!,2010-12-02 01:07:59,0
6ZI1rdW4Lf1VkrslS6Gd_w,JvawJ9bSr22xn4R9oLvl_w,Fried bbq oysters are a must have!,2013-02-25 17:54:22,0
xRaI1T8xgNVuIDK3_nmOnA,e6koMMDPeRixkV2Jxv8msw,There's a discount for doing your laundry on Wednesdays!,2013-02-22 23:31:28,0
lMY8NBPyzlPbbu-KBYfD9A,wUmT6aKugN4cmiit0XGRnQ,Got Recipes?,2016-02-16 18:34:50,0
I1sP4t1CgHIA-C3ppq0IKA,hRoAwkrCWaqjBuYs4i9EYw,"During taco happy hour you only get 1 tortillas for each taco, bummer.....",2012-01-04 00:48:19,0
RThOiWNMOMZphyG6zGS64Q,JYVqfn8xRNIb-VFvsm-W2Q,The have the best Posole in town!!! Hands down! Reminds me of my mom's posole back in Mexico! The food is so authentic and taste home cooked!,2017-09-25 00:33:26,0
1JtpcHELRrSDoWS80WtzuQ,oJ0fQBhVFeWcNjOQv2b6KQ,Excellent service and great food.,2016-01-06 01:19:42,0
hCBKnwAKN0hcu6OTzuCAEw,plUxQaoTDXe7BPam9rNRgA,"special right now for vday, buy 4 get 2 free!!!",2013-02-14 00:14:12,1
k_GGJVCFNk3QIeIe6wkKzg,yKSQMO9mUYP9y5OvFGKRLg,Nice place and good food for the price. Good customer service as well,2016-04-24 23:58:03,0
4-Bk1gcpGPWQSVetVjjT5g,26jYcdFR5oLqKDKpTH0JIQ,Yes please! The charbroiled oysters are amazing!,2017-06-24 05:08:02,0
r865NeiP-94XA39ELBmagw,DAn7drLq36AJlH9wagcA_Q,Great little spot.,2012-03-24 18:20:33,0
kULau64pX05OkAEmNoV4lA,l8Js8v-5wjAmIRau62A7Ng,"Friendly people, great drinks!",2017-06-25 23:04:36,0
-nmTwBe8ITqGPNoImxWCLg,PwbeSKSCBnqXJlAxEaUrnA,Best Mexican in Nashville,2013-02-06 01:00:50,0
J47DVcF22G5ujmKVM4pcpw,czCtjXVP-NT8yemsQv2KsA,Tuna with pepper jack is my fav!,2012-10-06 16:42:35,0
qOAYy-WGn54j7LyiqKU-OQ,AMwP9S9cnPWt3lrNOagtjw,Dinner!!!,2012-01-07 03:34:33,0
6KqbwRwu-6GCOCy05lE5Kw,ELi2PNGWVVIdBJSJbhQCtQ,Going with a family meal is easy on the budget,2014-04-01 22:15:38,0
b7WeBJjMDtAFzsSKhyO-Xw,X-ZgevJi7i3wf0RjsBLG1w,Holy Frenchulatta!  This thing is HUGE!,2011-12-29 20:02:24,0
A1wbOetCB-E6Om4WuLJS4Q,3ZV1zaRKJg-xSiZU3DZ3XA,"Seeing ""Worlds End""",2013-08-31 20:43:51,0
RmInqW-kyKO_H9o9-FMrOA,DgDd0A3nI-mMi35jZIlyxg,Nice bar and good food great addition to Mayfair!,2014-03-27 04:37:00,0
rBeKFxV0PJ-wXMjaEa8G5A,HXGaZ0lcx_MSyku18pYa5w,Check out the Growler and Tasting Bar at the very back of the store! They also have some very unique and cool growlers to purchase.,2017-11-30 17:27:04,0
qSIPtc3yf1CrVP_BV1epkQ,_qq5pWEQ3bY_tRHX-TEktA,"Needs to be cleaned up
Nice salad bar
I was hoping for excellence but only average",2016-08-22 02:37:04,0
bNnBwW5kNO77KTgMeVhxKg,_m0mp3Wjcteysto6azQ9iA,"Great ""sunset"" happy hour menu!",2017-04-03 23:36:17,0
nQpgkgFfZSPZNtvA1jjRZg,36errPrStuKMvkDayyfcMw,"Tried a ham ""diablo"" today and did not enjoy it. I love hot & spicy  food but the diablo really didn't work for me.
I like the theory of spicy meats and spiced up ""hot""  cheese, but spiced up with too much crushed red peppers.
In my opinion this didn't work, way too much crushed red pepper, should have taken a pic, but trust me it was way over seasoned. My eyes were tearing it was so hot , usually that's a good thing but it was all due to too much crushed red pepper.",2017-06-19 18:25:32,0
jPRDnnoCvJi2plYWWAoOcw,2zSQu6_cLgWAVbZ2LbSLBA,Lunch with my girls,2011-04-15 16:10:53,0
CYkNedtMlfC8HQ3VBwQCOg,wL_5DIYA06jXzqV3FMhfBg,Patio + limonata: perfect for a beautiful day like this!,2011-04-10 20:38:46,0
kZFPKu-N0vTcy0Oc6rmG7Q,hhper8vIQRHpEZRufltj1Q,"Awesome music and dancing, ALWAYS",2012-11-04 04:23:34,0
CjIpmIHt8Ue14czGQo98cQ,y3LlrItb8nrzMYYiqQee3g,Aids,2011-05-23 19:37:47,0
AmM4Lfk15XfqRGCINWgkOQ,98UbvTQAixUEdLzz0XZdhQ,Yelp event!,2011-04-21 23:50:20,0
Ys4QMXlm9wvZIyHIZz2XcA,jgcQGltZISMAwzo10XOjOw,This place is dangerous. Won't return.,2017-10-01 02:12:25,0
JOrDiXIgpb0sjtd7Cr3CdA,WIeAfvm5pcjtcWo7DdQeWA,Scared for my first Brazilian!,2013-09-06 16:50:28,0
7dBhV-vb0Yi_yf5--Hk6oA,KZ_tf9WUhWXer6BBvXmOvg,Seems to have changed since last going 9 months ago. This time I had great service!,2016-11-14 11:43:39,0
njcXFGqIuSp-_joP42MhxA,ltBBYdNzkeKdCNPDAsxwAA,The kids are eating...it's a miracle...,2011-08-20 19:29:22,0
JiUmz7l4rNz4-YmOj13i9g,Y0e1ZZZlfHtB7GBtAZkglQ,Their cafe com leche is made with a lot of sugar.,2014-06-28 01:59:23,0
Y5-FqLnqIQPtLid8wOJ0-Q,_RrnPiGbb4YY4WnBBZP_gQ,"What's Hecuba To Me, or Me To Hecuba? I Know The Difference Between A Hawk And A Handsaw!",2013-06-07 15:23:30,0
_YqknhseJ6yjtS1g0D4Vwg,TZG_XV9u4xgE56s0otXEag,Huge menu like cheesecake factory.  Beer not so great.  Double ipa not flavorful,2015-02-10 17:59:56,0
ie9VaHvAaQgjMJP3Gn-AQQ,PdSUxhrccDy6MaJ4_zd8YA,No fries until after 8 on show nights...,2012-01-21 23:20:38,0
5Rm2ljSz6fFpshjM3Yr0qg,TWLH8nel96VXhKsuZ-R4sQ,Happy birthday Matt!!,2012-08-11 20:16:24,0
2EFP4V-WIFi5JTzG8aKZWg,XcijfFEBsmdnUm0o-t9c3A,Been coming here for years and it is always great.   The kids and I had caricatures drawn - made for a nice Father's Day bonus!,2013-06-17 00:09:01,0
WFP-b1Aep71xjS3TiGEC2Q,6ewV-e7-39oqYUq3yZuIyw,Spicy tofu = AMAZING. Pancakes are nothing special - dont get them,2015-09-07 19:02:08,0
Oi1qbcz2m2SnwUeztGYcnQ,HFq60sdhRCUcauMDVy3Zdg,Really good sight lines to the TVs from the bar!,2011-10-06 15:17:50,0
fr1Hz2acAb3OaL3l6DyKNg,YcP6XiXITpQY-RvL-McTOA,The bakery items are fresh. Love the chicken pie. Fluffy crush.,2016-01-29 18:32:41,0
HAApeWFR7aBy0OGT2Y4Qvg,ZewrmVIdr77Kinj-njv6RQ,Addictive!   Hot cookies that taste amazing. Not much more to say!,2016-08-20 18:21:19,0
xOUFQeWfWZmbz8thm3YGYQ,L0f3ETO9ZyVF6_tdpE0OMg,Been around for years.. Very old lady clothing!,2016-12-07 21:16:22,0
GSVmJja9_1mjlfNgv6nOjg,04o5yH6y_49RkLuEaiW5mg,Call ahead or be prepared to wait. And I do mean WAIT!!! Take mine and everyone else's advice...CALL AHEAD!!! I'm gonna post a pic of the menu so nobody else has to go through this.,2012-06-03 23:00:16,0
5Y5KbsI5buMcNh2hTFaRpA,KqF1W-GxTAnOZtcMNS5Wiw,Worth crawling out of the loft... Special Member Screening of Samsara in digital!,2013-05-13 22:47:41,0
_itxaZHCuCqOh7V6PN1IDA,sBWuDgCSx9j-sRVhikx6nw,"Irish Wind Symphony doing ""Wearing of the Green"".",2012-03-18 00:26:26,0
CJXkxjoV4VbJ3fagz2ZnqQ,i1WPpsuD5gyLppyB71vv6A,Try the Buttermilk Fried Chicken entree!,2014-08-27 19:07:38,0
NdgK4UpqO6kHujsnBac1Cg,9GdGe93oLy8MTtmEsfmgEg,Great drinks and food!,2010-12-31 01:23:54,0
zWC1npRbmWO2bZRt2fYgfw,44klPO-2HedNmQc-LMg5jQ,Barbacoa tacos,2012-01-15 20:44:32,0
bYsekCu4TA5ddPiQXvrxiw,W06QBC9vkxA5CVBNVrOMRA,Wings are great!  Service is slow.,2014-09-17 01:25:57,0
Nxr5C4m0edwetAeRUacP6A,di2U_tMQlkgqwblvjdcXcQ,You must try the muffins! All made in house and sinfully good!,2012-07-27 15:03:32,0
nx4U9UGA9aUyUrrtUR91zw,Myn542cPQ19wgoFWGKM-Lg,Great food eating in or taking out!,2016-07-31 03:07:43,0
a47Dd7jhea8FQ16io1KN2A,CgiwCrXs3Ggu9eKFPIgjtA,Best seafood in the area!,2014-03-28 23:53:15,0
40gJO39JTmk5sYP3Clifbg,_jcvEAM75TohIesGW6iLWw,The best bakery in the Ardmore area.,2016-07-31 12:57:37,0
ALNUwFXAHXmFeQ9V2gCTfA,wWoX5l58K8YTokEWRcFstw,"Never have a bad experience here. Fast, friendly and accurate.",2013-08-24 00:34:35,0
kgCp_FX8BVID_zlkF-JQog,2KIDQyTh-HzLxOUEDqtDBg,Amazing! Great coffee and cakes... So many options. I true Italian experience! Deff a must try!,2013-02-06 21:05:34,0
NPVBG1EIwDpRS26qbvWRHg,9C_aBq9VqoRF94N1TwjnQQ,got $50 in Kohl's cash--I'm rich beotch!,2011-10-22 21:09:59,0
Nxr5C4m0edwetAeRUacP6A,NhQYQXzaNQLRD_1koidAPA,Our Place is now open 24 hours continuous!,2017-03-10 19:49:09,0
0jG8jIMK_61QovBdCiA_2Q,9A5Gw0At6so0x-vWM0_JZw,My favorite!!!,2017-03-26 14:53:47,0
8M4_nA8e9VacrirvCwrl8Q,11zDCUJyST50gMR4xVeAhg,Pretty much the same menu as SK Noodle. West Lake beef soup as an appetizer is new.,2016-05-24 20:36:23,0
PLOYtrCMUFPHQe2IbYAd5g,ga3gRASr7Jc_WK--EtsjKg,"There is a big sign here that says ""Eat More Chili"" - seems like bad advice for people who will boarding a plane soon",2015-09-29 16:09:19,0
-eqBL3ThJ75YoJ8cvcRSaw,lkC8Y4BVss1kk_qIzUunQQ,Ask about their classes!,2014-06-07 21:03:04,0
nu3E6U3cWcvk9vEBplErog,2sxydsoJhSPTsfcF0wIVqg,Ashley is the waitress to have! If you're lucky enough to be there when she is working so to sit in her section. She's the best!,2017-06-14 15:43:06,0
bAHWrD26yuPuD16c5mRp2Q,pNu5bd9aL3jcJClfdQ86MQ,"The food is good. That's the only positive thing I can say a the dining experience was not pleasant.   We had a reservation and were seated on time but we had to make two trips to the hostess stand and wait twenty minutes before we a server came with water.   We waited another twenty minutes before our appetizer came.   We ordered an eggplant spread that could've been brought put much sooner which would have been a nice effort towards service recovery. 

Life is too short to waste it at Momos.",2013-06-16 03:24:49,0
JnSlKs__M6IL_r_yet1_9g,Bxmhm659VqrQYHc0hiku5w,Love there pizza!!!!!,2016-12-18 19:23:09,0
jpx_StWgnkrTwC_eIVAaPQ,sbAzxoahA_cu6UfRjL8VZQ,Don't feel like cooking? Try a turkey!,2012-10-09 23:31:26,0
VTHNbsEN_tmd7_--2Wv6LQ,Y-JwO5yETnBEAXchodyMhw,Fantastic coffee and tea selection.,2013-06-30 17:07:37,0
wM7G2F5HKi62yvO-HM51zQ,v4S374WpOOhojqpto-AaAA,"Egg nog creme caramel ""flan"" with sugar cranberries, pistachios, & nutmeg = one of he best desserts I've EVER had! - And I love dessert :-) :-)",2016-12-15 04:42:44,0
9P9udGjQeF1TBhCCcBHTIQ,47OfnYwhB3NTM8Tx_sNnbw,I'm here!!!'  I feel like I'm in San francisco !!! Nice modern Restrant let's see taste!!,2012-05-18 02:48:20,0
IcTmfxippgNv3H2qXVF76Q,ReV4Q3rEJ8neicQPc6pC0w,"Nice cocktails, nice food, nice location!",2018-03-29 03:03:51,0
8WWtZ-EEKBWiElYEZLaOmA,EIeDtIG5WoD9Fv2ppF3Y-A,Turkey club gyro with pasta salad. The bacon and pesto mayo combination is remarkable.,2013-03-02 19:39:23,0
qKeKeKb2PorJ9P3E41Z42A,eQa7PB6VhomV_DTjCw1B9A,Quality Coffee! A local Starbucks alternative,2013-03-04 13:02:48,0
CHeMEder5ijEoCPLWjto_Q,8kUh6TROemLfbVR_ewVVLg,"Well today I started with the shrimp and chicken shrimp rolls, they were great specialy the peanut sauce...them I moved to the soup.",2011-12-29 01:48:50,0
Um5bfs5DH6eizgjH3xZsvg,Dv1SSVUWj1qmvAaSuRiCdg,Best brunch in the Clearwater area. Come and catch some of the best female illusionists in the area. Don't forget to tip!!,2014-03-14 16:57:19,0
5Y5KbsI5buMcNh2hTFaRpA,S2n_06z4lGLZfdJ53XAXQQ,Beautiful spot. Off street meter parking or valet available!,2012-10-11 17:02:21,0
GJv1yf_IhUZqpDjFr86DmA,ygZF2j3FyHjEhzxsknOJdA,"They have Blueberry Stoli! Also, $10 minimum on credit cards.",2011-07-14 04:06:07,0
c6BhxIpDx2ac68M_M3Hivg,_NsxUap80lyr77Js1cl2cw,"A good place for a casual bite, mostly 40+ crowd, somewhat overpriced.",2010-02-02 02:28:11,0
gQSMov4ZEXnlyWHNhGi3bA,_-otZU2dbPrEZyaVSMmvDg,Great gilato charming courtyard comfy set ng.,2014-06-08 21:34:54,0
R_ge--Kz3jRuJ_dQmyTgHg,H_hPq97IKbyUJRfORKCzWw,"If you fill out their survey after purchase, you can get $10 off your next purchase.",2016-08-05 07:05:14,0
kw4SWnWOc6ZE3ytUeytUbA,c1796ELgtG7Q6_sfY9t2gA,Kobe beef buger single patty only 10.99!,2011-04-26 23:25:41,0
KXX_KFF_TS2cKrg2_2RfSA,5Cg_RL5iUDkVIfNkomDuug,Gluten-free bakery!,2012-07-24 20:38:31,0
juigu8XxwzLAeikeBzULbg,7MgH7P0IYBI7Vq34JZm2Zw,The source for Siggi Icelandic skyr,2012-10-20 02:08:45,0
acsgklztOz0MzucAeiTcuw,g1ilXJRmG8GPQvm9_-izsw,This business is closed.,2012-10-22 01:53:31,0
1bjo-xG3tKF5rQjRx5zW4Q,XZRpH6YkgikZDB_z_-z7rw,"The richest, most divine fresh heavy cream comes from Tanner's.   With a balloon whisk, I hand-beat this cream into decadent Creme Chantilly in less than two minutes.   Left to his own devices, BAE would consume this whipped cream by the bowlful.",2015-12-30 22:26:49,0
oYn4yU4hI8w9vMQkR9bx1w,Cb139csZ2NpayGHMZOPTNA,Nelson at the liquor store is great.  Friendly and helpful.,2011-07-27 18:13:23,0
Q3Ht1BJCC7z3jvD9J7IuwA,L5ka10d-0Al6l95nU8Kf8Q,Lunch specials are great.,2010-02-14 20:32:59,0
LVqnhzyoBKV7byAOQDUQUQ,K8O71Tb6xcza0g1MU608ag,Went there today and learned that they are renewing their liquor license. I asked when they would be serving alcohol again and the waiter said to call and ask mid August. Just a heads up.,2012-07-30 03:47:50,0
J6IDQGRBRudamZmvYR9BUw,Bp2AWqJLBJoBjBwh85rDAw,Dude this casino is a rip off.,2014-03-13 19:21:19,0
prai-3PY4t4DX7l9R9Ek3Q,vN6v8m4DO45Z4pp8yxxF_w,I love to get carrot juice with ginger added- makes you feel alive after a night out!,2017-06-12 00:46:19,0
N6wTetIhpPgxnm1aoiil9g,cGX-1IUwXOjkUqZbkKYcjw,Great place. Go. Like now. Right now. What are you waiting for? GO ! ! ! NOW!,2014-03-22 00:48:58,0
qstlyTHlGnn4aYUc0nO9Cw,dUctvEfHQccW_uxtRup2QQ,Sushi took forever to arrive. Food was ok.,2017-03-19 00:43:41,0
SBTYIB_aofIjVkNkDx_e3g,CWFEuPam8fZyYcjLJRSd-w,Love this place and would say its one of the beat close to home !,2017-03-16 15:53:22,0
x17KVncU9HkfXGjMdPXqtQ,hkh5iyDeGLNhu-JUQFRE1Q,Royal,2013-02-09 14:24:52,0
QD9xhB-261YIQIFI5sRBtQ,QWF_PoD4PthsYsq2Tk0GEQ,"Amazing food in such a small location.
Always hot and fresh.
Delivery is always quick",2015-12-25 01:04:40,0
_glAw6QBmPyw5OLwc2UIIQ,S21eEzfi7Nrk8FKfhKEB5A,Friendly staff. Good selection of both ice cream and yogurt.,2016-08-21 01:37:02,0
z67oNAZR_uHG84k3Dntckg,S8ZFYEgMejpChID8tzKo9A,Gondi,2010-12-23 18:41:09,0
o2iirO07Fml8NpmwD0NIDg,jziRKhtHxeJPAPWS21jRYw,Lunch with ma work peeps:),2012-05-25 17:24:00,0
IvzBt2wRWu5nMjL23vuh9Q,gbHJ5v1TVJxQjzmGxeDpUg,One question... When was the last time the Health Department inspected this place??? Kitchen looked down right filthy!,2015-09-20 00:49:51,0
Jh2zvtA-POkxvziWgNPjIw,sp9NzknqMGaD1xxQECbDfQ,Very pleasantthe comfortable cha*93rd and ceilhg tv's abovemake for a com#u elaxed experience9 a great amazingly eff*cient g g=eat hours,2016-01-23 03:36:13,0
1l-RA6oeyj3MbEQnKlAjSw,yRI3Sp1vn5X3g8auuClWlw,"Very relaxing, beach view; what more can one ask for ;)",2014-06-28 16:36:19,0
8oRlkM2HT9pXFLkdwBzxkw,b7V_5q22_eTeHlYzq1bpFw,I had the catfish poboy. The fish was fresh and everything was hot; even though they were closing in less than 30 minutes. Can't wait until I can sample the menu more.,2013-05-30 04:43:05,0
sNijCw9zDFGuQVkF7XoO-w,q0Q-ohZp8iV9OY-gkNPPwg,Good Italian restaurant with more than just the typical Italian-American fare.,2017-06-25 00:11:45,0
NCK5nbNOxDD-730AHYdt1Q,WB-eQAgw88fbr15eY761CA,Always ask Spartaco for the evening's specials,2012-10-09 23:10:01,0
60RKNAZwY5EUooJf624aKw,QJfM8uRNy6KHhj6kIatzmg,True fresh squeezed OJ (and other juices) are available! Delicious!,2015-05-30 15:44:02,0
